code,description
2921.59.31,"4,4'-Diaminodifenilamina e seus sais"
2921.59.32,"Ácido 4,4'-diaminodifenilamino-2-sulfônico e seus sais"
2921.59.39,Outros
2921.59.90,Outros
29.22,Compostos aminados de funções oxigenadas.
2922.1,"- Aminoálcoois, exceto os que contenham mais de um tipo de função oxigenada, seus éteres e seus ésteres; sais destes produtos:"
2922.11.00,-- Monoetanolamina e seus sais
2922.12.00,-- Dietanolamina e seus sais
2922.14.00,-- Dextropropoxifeno (DCI) e seus sais
2922.15.00,-- Trietanolamina
2922.16.00,-- Perfluoroctanossulfonato de dietanolamônio
2922.17.00,-- Metildietanolamina e etildietanolamina
2922.18.00,"-- 2-(N,N-di-isopropilamino)etanol"
2922.19,-- Outros
2922.19.1,Propanolaminas e seus sais; derivados destes produtos
2922.19.11,Monoisopropanolamina
2922.19.12,"2,4-Diclorofenoxiacetato de triisopropanolamina"
2922.19.13,"2,4-Diclorofenoxiacetato de dimetilpropanolamina"
2922.19.19,Outros
2922.19.2,Orfenadrina e seus sais
2922.19.21,Citrato
2922.19.29,Outros
2922.19.3,Ambroxol e seus sais
2922.19.31,Cloridrato
2922.19.39,Outros
2922.19.4,Clobutinol e seus sais
2922.19.41,Cloridrato
2922.19.49,Outros
2922.19.5,"N,N-Dialquil-2-aminoetanol, com grupos alquila de C1 a C3, e seus sais protonados"
2922.19.51,"N,N-Dimetil-2-aminoetanol e seus sais protonados"
2922.19.52,"N,N-Dietil-2-aminoetanol e seus sais protonados"
2922.19.59,Outros
2922.19.7,Propafenona e seus sais
2922.19.71,Cloridrato
2922.19.79,Outros
2922.19.8,Metoprolol e seus sais
2922.19.81,Tartarato
2922.19.89,Outros
2922.19.9,Outros
2922.19.91,"1-p-Nitrofenil-2-amino-1,3-propanodiol"
2922.19.92,Fumarato de benciclano
2922.19.93,Clembuterol (clenbuterol) e seu cloridrato
2922.19.94,Mirtecaína
2922.19.95,Tamoxifen e seu citrato
2922.19.96,Propranolol e seus sais
2922.19.99,Outros
2922.2,"- Aminonaftóis e outros aminofenóis, exceto os que contenham mais de um tipo de função oxigenada, seus éteres e ésteres; sais destes produtos:"
2922.21.00,-- Ácidos aminohidroxinaftalenossulfônicos e seus sais
2922.29,-- Outros
2922.29.1,"o-, m-, p-Aminofenóis, e seus sais"
2922.29.11,p-Aminofenol
2922.29.19,Outros
2922.29.20,Nitroanisidinas e seus sais
2922.29.90,Outros
2922.3,"- Aminoaldeídos, aminocetonas e aminoquinonas, exceto de funções oxigenadas diferentes; sais destes produtos:"
2922.31,"-- Anfepramona (DCI), metadona (DCI) e normetadona (DCI); sais destes produtos"
2922.31.1,Anfepramona e seus sais
2922.31.11,Anfepramona
2922.31.12,Sais
2922.31.20,Metadona e seus sais
2922.31.30,Normetadona e seus sais
2922.39,-- Outros
2922.39.10,Aminoantraquinonas e seus sais
2922.39.2,Ketamina e seus sais
2922.39.21,Cloridrato
2922.39.29,Outros
2922.39.90,Outros
2922.4,"- Aminoácidos, exceto os que contenham mais de um tipo de função oxigenada, e seus ésteres; sais destes produtos:"
2922.41,-- Lisina e seus ésteres; sais destes produtos
2922.41.10,Lisina
2922.41.90,Outros
2922.42,-- Ácido glutâmico e seus sais
2922.42.10,Ácido glutâmico
2922.42.20,Sais
2922.43.00,-- Ácido antranílico e seus sais
2922.44,-- Tilidina (DCI) e seus sais
2922.44.10,Tilidina
2922.44.20,Sais
2922.49,-- Outros
2922.49.10,Glicina e seus sais
2922.49.20,Ácido etilenodiaminotetracético (EDTA) e seus sais
2922.49.3,Ácido iminodiacético e seus sais
2922.49.31,Ácido iminodiacético
2922.49.32,Sais
2922.49.40,Ácido dietilenotriaminopentacético e seus sais
2922.49.5,alfa-Fenilglicina e seus sais; derivados destes produtos
2922.49.51,alfa-Fenilglicina
2922.49.52,Cloridrato de cloreto de D(-)alfa-aminobenzenoacetila
2922.49.59,Outros
2922.49.6,Diclofenaco e seus sais; derivados destes produtos
2922.49.61,Diclofenaco de sódio
2922.49.62,Diclofenaco de potássio
2922.49.63,Diclofenaco de dietilamônio
2922.49.64,Diclofenaco
2922.49.69,Outros
2922.49.90,Outros
2922.50,"- Aminoálcoois-fenóis, aminoácidos-fenóis e outros compostos aminados de funções oxigenadas"
2922.50.1,Fenilefrina e seus sais
2922.50.11,Cloridrato
2922.50.19,Outros
2922.50.3,Tirosina e seus derivados; sais destes produtos
2922.50.31,Levodopa
2922.50.32,Metildopa
2922.50.39,Outros
2922.50.9,Outros
2922.50.91,N-(1-(Metoxicarbonil)propen-2-il)-alfa-amino-p-hidroxifenilacetato de sódio (NAPOH)
2922.50.99,Outros
29.23,"Sais e hidróxidos de amônio quaternários; lecitinas e outros fosfoaminolipídios, de constituição química definida ou não."
2923.10.00,- Colina e seus sais
2923.20.00,- Lecitinas e outros fosfoaminolipídios
2923.30.00,- Perfluoroctanossulfonato de tetraetilamônio
2923.40.00,- Perfluoroctanossulfonato de didecildimetilamônio
2923.90,- Outros
2923.90.10,Betaína e seus sais
2923.90.20,Derivados da colina
2923.90.30,Cloreto de 3-cloro-2-hidroxipropiltrimetilamônio
2923.90.40,"Halogenetos de alquil-trimetilamônio, com grupo alquila de C6 a C22"
2923.90.50,"Halogenetos de dialquil-dimetilamônio ou de alquil-benzil-dimetilamônio, com grupo alquila de C6 a C22"
2923.90.60,"Halogenetos de pentametil-alquil-propilenodiamônio, com grupo alquila de C6 a C22"
2923.90.90,Outros
29.24,Compostos de função carboxiamida; compostos de função amida do ácido carbônico.
2924.1,- Amidas (incluindo os carbamatos) acíclicas e seus derivados; sais destes produtos:
2924.11.00,-- Meprobamato (DCI)
2924.12,"-- Fluoracetamida (ISO), fosfamidona (ISO) e monocrotofós (ISO)"
2924.12.10,Fluoracetamida
2924.12.20,Fosfamidona
2924.12.30,Monocrotofós
2924.19,-- Outros
2924.19.1,Acetoacetamida e seus derivados; sais destes produtos
2924.19.11,2-Cloro-N-metilacetoacetamida
2924.19.19,Outros
2924.19.2,Formamidas; acetamidas
2924.19.21,N-Metilformamida
2924.19.22,"N,N-Dimetilformamida"
2924.19.29,Outras
2924.19.3,Acrilamidas e seus derivados
2924.19.31,Acrilamida
2924.19.32,Metacrilamidas
2924.19.39,Outros
2924.19.4,Crotonamidas e seus derivados
2924.19.42,Dicrotofós
2924.19.49,Outros
2924.19.9,Outros
2924.19.91,"N,N'-Dimetilureia"
2924.19.92,Carisoprodol
2924.19.93,"N,N'-(Diestearoil)etilenodiamina (N,N'-etilen-bis-estearamida)"
2924.19.94,Dietanolamidas de ácidos graxos (gordos) de C12 a C18
2924.19.99,Outros
2924.2,- Amidas (incluindo os carbamatos) cíclicas e seus derivados; sais destes produtos:
2924.21,-- Ureínas e seus derivados; sais destes produtos
2924.21.1,Carbanilida e seus derivados; sais destes produtos
2924.21.11,Hexanitrocarbanilidas
2924.21.19,Outros
2924.21.20,Diuron
2924.21.90,Outros
2924.23.00,-- Ácido 2-acetamidobenzoico (ácido N-acetilantranílico) e seus sais
2924.24.00,-- Etinamato (DCI)
2924.25.00,-- Alaclor (ISO)
2924.29,-- Outros
2924.29.1,Acetanilida e seus derivados; sais destes produtos
2924.29.11,Acetanilida
2924.29.12,4-Aminoacetanilida
2924.29.13,Acetaminofen (paracetamol)
2924.29.14,Lidocaína e seu cloridrato
2924.29.15,"2,5-Dimetoxiacetanilida"
2924.29.19,Outros
2924.29.20,Anilidas dos ácidos hidroxinaftoicos e seus derivados; sais destes produtos
2924.29.3,Carbamatos
2924.29.31,Carbaril
2924.29.32,Propoxur
2924.29.39,Outros
2924.29.4,Acetamidas e seus derivados
2924.29.41,Teclozam
2924.29.43,Atenolol; metolaclor
2924.29.44,Ácido ioxáglico
2924.29.45,Iodamida
2924.29.46,Cloreto do ácido p-acetamidobenzenossulfônico
2924.29.47,Ácido ioxitalâmico
2924.29.49,Outros
2924.29.5,Metoxibenzamidas e seus derivados; sais destes produtos
2924.29.51,Bromoprida
2924.29.52,Metoclopramida e seu cloridrato
2924.29.59,Outros
2924.29.6,Propanamidas e seus derivados; sais destes produtos
2924.29.61,Propanil
2924.29.62,Flutamida
2924.29.63,Prilocaína e seu cloridrato
2924.29.64,Iobitridol
2924.29.69,Outros
2924.29.9,Outros
2924.29.91,Aspartame
2924.29.92,Diflubenzurom
2924.29.93,Metalaxil
2924.29.94,Triflumurom
2924.29.95,Buclosamida
2924.29.96,Benzoato de denatônio
2924.29.99,Outros
29.25,Compostos de função carboxiimida (incluindo a sacarina e seus sais) ou de função imina.
2925.1,- Imidas e seus derivados; sais destes produtos:
2925.11.00,-- Sacarina e seus sais
2925.12.00,-- Glutetimida (DCI)
2925.19,-- Outros
2925.19.10,Talidomida
2925.19.90,Outros
2925.2,- Iminas e seus derivados; sais destes produtos:
2925.21.00,-- Clordimeforme (ISO)
2925.29,-- Outros
2925.29.1,Arginina e seus sais
2925.29.11,Aspartato de L-arginina
2925.29.19,Outros
2925.29.2,Guanidina e seus derivados; sais destes produtos
2925.29.21,Guanidina
2925.29.22,"N,N'-Difenilguanidina"
2925.29.23,Clorexidina e seus sais
2925.29.29,Outros
2925.29.30,Amitraz
2925.29.40,Isetionato de pentamidina
2925.29.50,"N-(3,7-Dimetil-7-hidroxioctilideno)antranilato de metila"
2925.29.90,Outros
29.26,Compostos de função nitrila.
2926.10.00,- Acrilonitrila
2926.20.00,- 1-Cianoguanidina (diciandiamida)
2926.30,"- Fenproporex (DCI) e seus sais; intermediário da metadona (DCI) (4-ciano-2-dimetilamino-4,4-difenilbutano)"
2926.30.1,Fenproporex e seus sais
2926.30.11,Fenproporex
2926.30.12,Sais
2926.30.20,Intermediário da metadona
2926.40.00,- alfa-Fenilacetoacetonitrila
2926.90,- Outros
2926.90.1,Verapamil e seus sais
2926.90.11,Verapamil
2926.90.12,Cloridrato
2926.90.19,Outros
2926.90.2,Álcool alfa-ciano-3-fenoxibenzílico e seus derivados; ésteres destes produtos
2926.90.21,Álcool alfa-ciano-3-fenoxibenzílico
2926.90.22,Ciflutrina
2926.90.23,Cipermetrina
2926.90.24,Deltametrina
2926.90.25,Fenvalerato
2926.90.26,Cialotrina (cyhalothrin)
2926.90.29,Outros
2926.90.30,Sais de intermediário da metadona
2926.90.9,Outros
2926.90.91,"Adiponitrila (1,4-dicianobutano)"
2926.90.92,Cianidrina de acetona (acetona cianidrina)
2926.90.93,Closantel
2926.90.95,Clorotalonil
2926.90.96,Cianoacrilatos de etila
2926.90.99,Outros
2927.00,"Compostos diazoicos, azoicos ou azóxicos."
2927.00.10,Compostos diazoicos
2927.00.2,Compostos azoicos
2927.00.21,Azodicarbonamida
2927.00.29,Outros
2927.00.30,Compostos azóxicos
2928.00,Derivados orgânicos da hidrazina e da hidroxilamina.
2928.00.1,Acetoxima e seus derivados; sais destes produtos
2928.00.11,Metiletilacetoxima
2928.00.19,Outros
2928.00.20,Carbidopa
2928.00.30,2-Hidrazinoetanol
2928.00.4,Fenilidrazina e seus derivados
2928.00.41,Fenilidrazina
2928.00.42,Derivados
2928.00.90,Outros
29.29,Compostos de outras funções nitrogenadas (azotadas).
2929.10,- Isocianatos
2929.10.10,Di-isocianato de difenilmetano
2929.10.2,Di-isocianatos de tolueno
2929.10.21,Mistura de isômeros
2929.10.29,Outros
2929.10.30,"Isocianato de 3,4-diclorofenila"
2929.10.90,Outros
2929.90,- Outros
2929.90.1,Ácido ciclâmico e seus sais
2929.90.11,De sódio
2929.90.12,De cálcio
2929.90.19,Outros
2929.90.3,"Dialogenetos de N,N-dialquilfosforoamidatos, com grupos alquila de C1 a C3"
2929.90.31,"Dicloreto de N,N-dimetilfosforoamídico"
2929.90.39,Outros
2929.90.40,"N,N-Dialquilfosforoamidatos de dialquila, com grupos alquila de C1 a C3"
2929.90.50,"Fosfonamidofluoridatos de N-(1-(dialquila (de até C10, incluindo cicloalquila)amino))alquilideno (H ou de até C10, incluindo cicloalquila) e sais alquilados ou protonados destes produtos"
2929.90.60,"Fosforamidofluoridatos de O-alquila (H ou de até C10, incluindo cicloalquila) N-(1-(dialquila (de até C10, incluindo  cicloalquila)amino))alquilideno (H ou de até C10, incluindo cicloalquila) e sais alquilados ou protonados destes produtos"
2929.90.90,Outros
29.30,Tiocompostos orgânicos.
2930.10.00,"- 2-(N,N-Dimetilamino)etanotiol"
2930.20,- Tiocarbamatos e ditiocarbamatos
2930.20.1,Tiocarbamatos
2930.20.11,EPTC
2930.20.12,Cartap
2930.20.13,Tiobencarb (dietiltiocarbamato de S-4-clorobenzila)
2930.20.19,Outros
2930.20.2,Ditiocarbamatos
2930.20.21,Ziram; dimetilditiocarbamato de sódio
2930.20.22,Dietilditiocarbamato de zinco
2930.20.23,Dibutilditiocarbamato de zinco
2930.20.24,Metam sódio
2930.20.29,Outros
2930.30,"- Mono-, di- ou tetrassulfetos de tiourama"
2930.30.1,Monossulfetos
2930.30.11,De tetrametiltiourama
2930.30.12,Sulfiram
2930.30.19,Outros
2930.30.2,Dissulfetos
2930.30.21,Thiram
2930.30.22,Dissulfiram
2930.30.29,Outros
2930.30.90,Outros
2930.40,- Metionina
2930.40.10,"DL-Metionina, com um teor de cinzas sulfatadas superior a 0,1 %, em peso"
2930.40.90,Outra
2930.60.00,"- 2-(N,N-Dietilamino)etanotiol"
2930.70.00,- Sulfeto de bis(2-hidroxietila) (tiodiglicol (DCI))
2930.80,"- Aldicarb (ISO), captafol (ISO) e metamidofós (ISO)"
2930.80.10,Aldicarb
2930.80.20,Captafol
2930.80.30,Metamidofós
2930.90,- Outros
2930.90.1,Tióis e seus derivados; sais destes produtos
2930.90.11,Ácido tioglicólico e seus sais
2930.90.12,Cisteína
2930.90.13,"N,N-Dialquil-2-aminoetanotiol, com grupos alquila de C1 a C3, e seus sais protonados"
2930.90.19,Outros
2930.90.2,Tioamidas e seus derivados; sais destes produtos
2930.90.21,Tioureia
2930.90.22,Tiofanato-Metila
2930.90.23,4-Metil-3-tiosemicarbazida
2930.90.29,Outros
2930.90.3,"Tioéteres, tioésteres e seus derivados, exceto os produtos do item 2930.90.8; sais destes produtos"
2930.90.31,"2-(Etiltio)etanol, com uma concentração igual ou superior a 98 %, em peso"
2930.90.32,3-(Metiltio)propanal
2930.90.33,Clorotioformiato de S-etila
2930.90.34,Ácido 2-hidroxi-4-(metiltio)butanoico e seu sal cálcico
2930.90.35,Metomil
2930.90.36,Carbocisteína
2930.90.37,"4-Sulfatoetilsulfonil-2,5-dimetoxianilina; 4-sulfatoetilsulfonil-2-metoxi-5-metilanilina; 4-sulfatoetilsulfonil-2-metoxianilina"
2930.90.39,Outros
2930.90.4,Fosforotioatos e seus derivados; sais destes produtos
2930.90.41,"Fosforotioato de O,O-dietila e de S-[2-(dietilamino)etila] e seus sais alquilados ou protonados"
2930.90.42,"Fosforotioato de O,O-dimetila e de S-[2-(1-metilcarbamoiletiltio)-etila)] (vamidotion)"
2930.90.43,Fosforotioato de O-(4-bromo-2-clorofenila) O-etila e de S-propila (profenofós)
2930.90.49,Outros
2930.90.5,Fosforoditioatos e seus derivados; sais destes produtos
2930.90.51,Forato (ISO)
2930.90.52,Dissulfoton
2930.90.53,Etion
2930.90.54,Dimetoato
2930.90.57,"Fosforoditioato de O,O-dimetila e de S-[2-(etiltio)etila] (tiometon)"
2930.90.59,Outros
2930.90.6,Fosforoamidotioatos e seus derivados; sais destes produtos
2930.90.61,Acefato
2930.90.69,Outros
2930.90.7,Sulfonas
2930.90.71,Tiaprida
2930.90.72,Bicalutamida
2930.90.79,Outras
2930.90.8,"Sulfeto de 2-cloroetila e de clorometila; sulfeto de bis(2-cloroetila); bis(2-cloroetiltio)metano; 1,2-bis(2-cloroetiltio)etano; 1,3-bis(2-cloroetiltio)-n-propano; 1,4-bis(2-cloroetiltio)-n-butano; 1,5-bis(2-cloroetiltio)-n-pentano; óxido de bis(2-cloroetiltiometila); óxido de bis(2-cloroetiltioetila)"
2930.90.81,Sulfeto de 2-cloroetila e de clorometila
2930.90.82,Sulfeto de bis(2-cloroetila)
2930.90.83,Bis(2-cloroetiltio)metano
2930.90.84,"1,2-Bis(2-cloroetiltio)etano"
2930.90.85,"1,3-Bis(2-cloroetiltio)-n-propano"
2930.90.86,"1,4-Bis(2-cloroetiltio)-n-butano"
2930.90.87,"1,5-Bis(2-cloroetiltio)-n-pentano"
2930.90.88,Óxido de bis(2-cloroetiltiometila)
2930.90.89,Óxido de bis(2-cloroetiltioetila)
2930.90.9,Outros
2930.90.91,Captan
2930.90.93,Metileno-bis-tiocianato
2930.90.94,Dimetiltiofosforamida
2930.90.95,Etilditiofosfonato de O-etila e de S-fenila (fonofós)
2930.90.96,"Hidrogênio alquil(de C1 a C3)fosfonotioatos de [S-2-(dialquil(de C1 a C3)amino)etila], seus ésteres de O-alquila (de até C10, incluindo os cicloalquila); sais alquilados ou protonados destes produtos"
2930.90.97,Outros compostos que contenham um átomo de fósforo ligado a um grupo alquila (de C1 a C3) mas sem outros átomos de carbono
2930.90.98,Ditiocarbonatos (xantatos e xantogenatos)
2930.90.99,Outros
29.31,Outros compostos organo-inorgânicos.
2931.10.00,- Tetrametila de chumbo e tetraetila de chumbo
2931.20.00,- Compostos de tributilestanho
2931.4,- Derivados organofosforados não halogenados:
2931.41.00,-- Metilfosfonato de dimetila
2931.42.00,-- Propilfosfonato de dimetila
2931.43.00,-- Etilfosfonato de dietila
2931.44.00,-- Ácido metilfosfônico
2931.45.00,-- Sal do ácido metilfosfônico e de (aminoiminometil)ureia (1:1)
2931.46.00,"-- 2,4,6-Trióxido de 2,4,6-tripropil-1,3,5,2,4,6-trioxatrifosfinano"
2931.47.00,"-- Metilfosfonato de (5-etil-2-metil-2-óxido-1,3,2-dioxafosfinan-5-il)metil metila"
2931.48.00,"-- 3,9-Dióxido de 3,9-dimetil-2,4,8,10-tetraoxa-3,9-difosfaspiro[5.5]undecano"
2931.49,-- Outros
2931.49.1,"Ácido fosfonometiliminodiacético; ácido aminotrimetilenofosfônico; difenilfosfonato(4,4'-bis((dimetoxifosfinil)metil)difenila); etidronato dissódico; glifosato e seu sal de monoisopropilamina; glufosinato de amônio; hidrogenofosfonato de bis(2-etilexilo)"
2931.49.11,Ácido fosfonometiliminodiacético; ácido aminotrimetilenofosfônico
2931.49.12,"Difenilfosfonato(4,4'-bis((dimetoxifosfinil)metil)difenila)"
2931.49.13,Etidronato dissódico
2931.49.14,Glifosato e seu sal de monoisopropilamina
2931.49.15,Glufosinato de amônio
2931.49.16,Hidrogenofosfonato de bis(2-etilexilo)
2931.49.20,"Hidrogênio alquil(de C1 a C3)fosfonitos de [O-2-(dialquil(de C1 a C3)amino)etila], seus ésteres de O-alquila (de até C10, incluindo os cicloalquila); sais alquilados ou protonados destes produtos"
2931.49.3,Outros compostos que contenham um átomo de fósforo ligado a um grupo alquila (de C1 a C3) mas sem outros átomos de carbono
2931.49.31,Metilfosfinato de butila
2931.49.32,Metilfosfonato de bis(1-metilpentila)
2931.49.39,Outros
2931.49.40,"N,N-Dialquil(de C1 a C3)fosforoamidocianidatos de O-alquila (de até C10, incluindo os cicloalquila)"
2931.49.90,Outros
2931.5,- Derivados organofosforados halogenados:
2931.51.00,-- Dicloreto metilfosfônico
2931.52.00,-- Dicloreto propilfosfônico
2931.53.00,-- Metilfosfonotionato de O-(3-cloropropil) O-[4-nitro-3-(trifluorometil)fenila]
2931.54.00,-- Triclorfom (ISO)
2931.59,-- Outros
2931.59.1,Ácido clodrônico e seu sal dissódico; etefon; fotemustina
2931.59.11,Ácido clodrônico e seu sal dissódico
2931.59.12,Etefon
2931.59.13,Fotemustina
2931.59.9,Outros
2931.59.91,"Alquil(de C1 a C3)fosfonofluoridatos de O-alquila (de até C10, incluindo os cicloalquila)"
2931.59.92,Metilfosfonocloridato de O-isopropila
2931.59.93,Metilfosfonocloridato de O-pinacolila
2931.59.94,"Difluoreto de alquilfosfonila, com grupo alquila de C1 a C3"
2931.59.95,"Fosfonamidofluoridatos de P-alquila (de até C10, incluindo cicloalquila) N-(1-(dialquila (de até C10, incluindo cicloalquila)amino))alquilideno (H ou de até C10, incluindo cicloalquila) e sais alquilados ou protonados destes produtos"
2931.59.96,(Bis(dietilamina)metileno)fosfonamidofluoridato de metila
2931.59.98,Outros compostos que contenham um átomo de fósforo ligado a um grupo alquila (de C1 a C3) mas sem outros átomos de carbono
2931.59.99,Outros
2931.90,- Outros
2931.90.2,Compostos organossilícicos
2931.90.21,Bis(trimetilsilil)ureia
2931.90.29,Outros
2931.90.4,Compostos organometálicos do estanho
2931.90.41,Acetato de trifenilestanho
2931.90.42,Tetraoctilestanho
2931.90.43,Ciexatin
2931.90.44,Hidróxido de trifenilestanho
